word1,word2,image_similarity,text_similarity,multimodal_similarity,stimuli_id,row_id
dress,glasses,0.7685546875,0.7900390625,0.74609375,139,139_0
pudding,chalk,0.720703125,0.720703125,0.7314453125,140,140_0
bucket,shorts,0.625,0.77392578125,0.6875,141,141_0
sock,purse,0.61328125,0.75341796875,0.65478515625,142,142_0
hose,shovel,0.64111328125,0.74755859375,0.69189453125,143,143_0
glove,lamp,0.67529296875,0.7705078125,0.6953125,144,144_0
donut,can,0.69775390625,0.7978515625,0.73388671875,145,145_0
bib,comb,0.7509765625,0.69921875,0.6982421875,146,146_0
necklace,muffin,0.51708984375,0.70361328125,0.58984375,147,147_0
scissors,plate,0.7353515625,0.7587890625,0.7216796875,148,148_0
slide,crib,0.720703125,0.79833984375,0.77099609375,149,149_0
knife,boot,0.6689453125,0.83447265625,0.7353515625,150,150_0
zipper,hammer,0.77392578125,0.744140625,0.76611328125,151,151_0
flag,ladder,0.73583984375,0.7880859375,0.7431640625,152,152_0
belt,slipper,0.6201171875,0.76611328125,0.7001953125,153,153_0
tape,puzzle,0.5322265625,0.814453125,0.68896484375,154,154_0
dress,glasses,0.7685546875,0.7900390625,0.74609375,155,155_0
pudding,chalk,0.720703125,0.720703125,0.7314453125,156,156_0
bucket,shorts,0.625,0.77392578125,0.6875,157,157_0
sock,purse,0.61328125,0.75341796875,0.65478515625,158,158_0
hose,shovel,0.64111328125,0.74755859375,0.69189453125,159,159_0
glove,lamp,0.67529296875,0.7705078125,0.6953125,160,160_0
donut,can,0.69775390625,0.7978515625,0.73388671875,161,161_0
bib,comb,0.7509765625,0.69921875,0.6982421875,162,162_0
necklace,muffin,0.51708984375,0.70361328125,0.58984375,163,163_0
scissors,plate,0.7353515625,0.7587890625,0.7216796875,164,164_0
book,car,0.50439453125,0.859375,0.68701171875,733,733_0
kitty,birdie,0.61083984375,0.87060546875,0.73193359375,734,734_0
ball,shoe,0.5244140625,0.83251953125,0.66650390625,735,735_0
baby,doggy,0.6845703125,0.89453125,0.7880859375,736,736_0
birdie,kitty,0.6875,0.87060546875,0.77734375,737,737_0
doggy,baby,0.7490234375,0.89453125,0.81982421875,738,738_0
car,book,0.5224609375,0.859375,0.69482421875,739,739_0
shoe,ball,0.5244140625,0.83251953125,0.66943359375,740,740_0
kitty,birdie,0.701171875,0.87060546875,0.77099609375,741,741_0
car,book,0.39453125,0.859375,0.63427734375,742,742_0
ball,shoe,0.55224609375,0.83251953125,0.68603515625,743,743_0
book,car,0.39501953125,0.859375,0.63525390625,744,744_0
shoe,ball,0.66162109375,0.83251953125,0.7333984375,747,747_0
birdie,kitty,0.6796875,0.87060546875,0.76123046875,748,748_0
baby,doggy,0.71044921875,0.89453125,0.8125,749,749_0
kitty,birdie,0.64697265625,0.87060546875,0.75048828125,750,750_0
book,car,0.420654296875,0.859375,0.64404296875,751,751_0
ball,shoe,0.6513671875,0.83251953125,0.712890625,752,752_0
doggy,baby,0.65234375,0.89453125,0.77490234375,753,753_0
car,book,0.302490234375,0.859375,0.6044921875,754,754_0
birdie,kitty,0.61865234375,0.87060546875,0.736328125,756,756_0
doggy,baby,0.71044921875,0.89453125,0.8125,757,757_0
baby,doggy,0.65771484375,0.89453125,0.77978515625,758,758_0
shoe,ball,0.54296875,0.83251953125,0.68310546875,762,762_0
dog,book,0.65869140625,0.85791015625,0.7421875,1030,1030_0
mouth,door,0.669921875,0.83056640625,0.73681640625,1031,1031_0
cookie,foot,0.64599609375,0.81884765625,0.72314453125,1032,1032_0
cookie,foot,0.64599609375,0.81884765625,0.72314453125,1045,1045_0
dog,book,0.65869140625,0.85791015625,0.7421875,1046,1046_0
mouth,door,0.669921875,0.83056640625,0.73681640625,1050,1050_0
foot,cookie,0.64599609375,0.81884765625,0.72314453125,1052,1052_0
door,mouth,0.669921875,0.83056640625,0.73681640625,1053,1053_0
book,dog,0.65869140625,0.85791015625,0.7421875,1054,1054_0
shoe,kitty,0.57177734375,0.826171875,0.697265625,1068,1068_0
dog,car,0.5888671875,0.87841796875,0.7177734375,1071,1071_0
baby,dog,0.7197265625,0.90087890625,0.794921875,1073,1073_0
kitty,baby,0.77978515625,0.89892578125,0.82568359375,1076,1076_0
ball,dog,0.61962890625,0.83740234375,0.7275390625,1078,1078_0
car,shoe,0.62646484375,0.8642578125,0.7421875,1082,1082_0
ball,car,0.54541015625,0.83544921875,0.68798828125,1084,1084_0
shoe,baby,0.6015625,0.85302734375,0.73095703125,1085,1085_0
dog,shoe,0.5966796875,0.853515625,0.7294921875,1087,1087_0
kitty,ball,0.60595703125,0.810546875,0.697265625,1103,1103_0
ball,shoe,0.54638671875,0.83251953125,0.68408203125,1108,1108_0
kitty,dog,0.80859375,0.9130859375,0.83984375,1116,1116_0
baby,car,0.61181640625,0.8759765625,0.732421875,1124,1124_0
bird,juice,0.56787109375,0.85498046875,0.7158203125,1389,1389_0
door,brush,0.62841796875,0.7578125,0.6689453125,1391,1391_0
cake,bus,0.513671875,0.8203125,0.6552734375,1393,1393_0
bed,chair,0.77099609375,0.8115234375,0.7666015625,1395,1395_0
fish,cat,,,,1397,1397_0
sock,box,,,,1400,1400_0
banana,carrot,0.79833984375,0.79296875,0.79296875,1616,1616_0
banana,carrot,0.8330078125,0.79296875,0.802734375,1617,1617_0
car,bike,0.841796875,0.89208984375,0.84619140625,1621,1621_0
truck,ball,0.85498046875,0.814453125,0.81201171875,1622,1622_0
truck,ball,0.822265625,0.814453125,0.79833984375,1623,1623_0
car,bike,0.8427734375,0.89208984375,0.84814453125,1624,1624_0
bike,car,0.845703125,0.89208984375,0.8486328125,1627,1627_0
bear,flower,0.80078125,0.828125,0.79150390625,1628,1628_0
ball,truck,0.8623046875,0.814453125,0.81982421875,1630,1630_0
flower,bear,0.798828125,0.828125,0.7890625,1632,1632_0
cat,dog,0.9013671875,0.931640625,0.90869140625,1637,1637_0
bear,flower,0.8115234375,0.828125,0.79443359375,1639,1639_0
cat,dog,0.8935546875,0.931640625,0.89990234375,1641,1641_0
orange,apple,,,,1644,1644_0
orange,apple,0.91015625,0.8662109375,0.88916015625,1646,1646_0
apple,foot,0.79833984375,0.82373046875,0.814453125,1805,1805_0
banana,hair,0.73388671875,0.8125,0.7646484375,1809,1809_0
belly,cookie,0.5517578125,0.75634765625,0.64697265625,1813,1813_0
book,jacket,0.63818359375,0.8291015625,0.728515625,1815,1815_0
bread,leg,0.654296875,0.80810546875,0.7451171875,1819,1819_0
car,couch,0.580078125,0.81494140625,0.6845703125,1821,1821_0
cat,keys,0.6953125,0.80908203125,0.74609375,1825,1825_0
dog,glasses,0.61181640625,0.826171875,0.74609375,1835,1835_0
stimuli/visual/images/cookie1.png,stimuli/visual/images/door1.png,0.591796875,0.9345703125,0.7626953125,1933,1933_0
stimuli/visual/images/kitty1.png,stimuli/visual/images/foot1.png,0.6474609375,0.95849609375,0.8125,1934,1934_0
stimuli/visual/images/milk1.png,stimuli/visual/images/mouth1.png,0.60693359375,0.9697265625,0.79931640625,1937,1937_0
stimuli/visual/images/doggy1.png,stimuli/visual/images/balloon1.png,0.669921875,0.92236328125,0.79052734375,1940,1940_0
stimuli/visual/images/cookie1.png,stimuli/visual/images/door1.png,0.591796875,0.9345703125,0.7626953125,1965,1965_0
stimuli/visual/images/kitty1.png,stimuli/visual/images/foot1.png,0.6474609375,0.95849609375,0.8125,1966,1966_0
stimuli/visual/images/milk1.png,stimuli/visual/images/mouth1.png,0.60693359375,0.9697265625,0.79931640625,1969,1969_0
stimuli/visual/images/doggy1.png,stimuli/visual/images/balloon1.png,0.669921875,0.92236328125,0.79052734375,1972,1972_0
king fisher,afghan hound,0.66943359375,0.434814453125,0.52685546875,1997,1997_0
cardinal,german shepherd,0.65771484375,0.6796875,0.6259765625,1998,1998_0
sparrow,beagle,0.7041015625,0.68896484375,0.65380859375,1999,1999_0
Cornish rex,afghan hound,0.7314453125,0.382568359375,0.53125,2003,2003_0
mau,german shepherd,0.81884765625,0.7265625,0.7685546875,2004,2004_0
american shorthair,robin,0.7509765625,0.55859375,0.6318359375,2005,2005_0
basset hound,heron,0.6875,0.55908203125,0.5703125,2009,2009_0
beta  fish,kookaburra,0.7158203125,0.55224609375,0.62353515625,2015,2015_0
bass,beagle,0.64306640625,0.72216796875,0.66748046875,2016,2016_0
bluegill,robin,0.70263671875,0.6494140625,0.654296875,2017,2017_0
heron,Cornish rex,0.73681640625,0.3857421875,0.54052734375,2022,2022_0
sphynx,sheepdog,0.7001953125,0.63671875,0.64453125,2027,2027_0
sphynx,sturgeon,0.662109375,0.6640625,0.6552734375,2028,2028_0
chartreux,bass,0.6396484375,0.60302734375,0.60498046875,2029,2029_0
sheepdog,beta  fish,0.6435546875,0.7216796875,0.66015625,2034,2034_0
lion fish,oriental,0.69287109375,0.55029296875,0.6376953125,2039,2039_0
lion fish,king fisher,0.7080078125,0.5693359375,0.6318359375,2040,2040_0
clownfish,american shorthair,0.7275390625,0.5029296875,0.5859375,2041,2041_0
kookaburra,oriental,0.697265625,0.53369140625,0.62841796875,2045,2045_0
sparrow,mau,0.7080078125,0.720703125,0.68994140625,2048,2048_0
basset hound,sturgeon,0.66796875,0.5400390625,0.57958984375,2058,2058_0
golden retriever,bluegill,0.6474609375,0.62548828125,0.6279296875,2059,2059_0
cardinal,clownfish,0.705078125,0.626953125,0.6259765625,2070,2070_0
chartreux,golden retriever,0.7958984375,0.55859375,0.640625,2076,2076_0
baby,cow,,,,2420,2420_0
milk,shoe,,,,2421,2421_0
dog,bird,,,,2422,2422_0
cookie,ball,,,,2423,2423_0
bird,dog,,,,2424,2424_0
shoe,milk,,,,2425,2425_0
cow,baby,,,,2426,2426_0
cookie,ball,,,,2437,2437_0
chicken,sheep,,,,2460,2460_0
light,plate,,,,2461,2461_0
candy,pants,,,,2462,2462_0
bird,horse,,,,2463,2463_0
plate,light,,,,2464,2464_0
horse,bird,,,,2465,2465_0
pants,candy,,,,2466,2466_0
sheep,chicken,,,,2467,2467_0
baby,doggy,0.6494140625,0.89453125,0.77490234375,2648,2648_0
baby,doggy,0.74658203125,0.89453125,0.81884765625,2650,2650_0
baby,doggy,0.7119140625,0.89453125,0.8134765625,2651,2651_0
baby,doggy,0.7138671875,0.89453125,0.798828125,2653,2653_0
ball,shoe,0.548828125,0.83251953125,0.68359375,2654,2654_0
ball,shoe,0.66845703125,0.83251953125,0.73583984375,2656,2656_0
ball,shoe,0.5224609375,0.83251953125,0.6650390625,2657,2657_0
ball,shoe,0.6474609375,0.83251953125,0.712890625,2659,2659_0
birdy,kitty,0.69970703125,0.86376953125,0.76611328125,2660,2660_0
birdy,kitty,0.6845703125,0.86376953125,0.7626953125,2662,2662_0
birdy,kitty,0.61181640625,0.86376953125,0.7265625,2663,2663_0
birdy,kitty,0.64404296875,0.86376953125,0.74462890625,2665,2665_0
book,car,0.30859375,0.859375,0.60791015625,2666,2666_0
book,car,0.395751953125,0.859375,0.63525390625,2667,2667_0
book,car,0.50244140625,0.859375,0.685546875,2669,2669_0
book,car,0.422119140625,0.859375,0.64501953125,2671,2671_0
doggy,baby,0.6494140625,0.89453125,0.77490234375,2696,2696_0
juice,car,0.50830078125,0.853515625,0.67919921875,2697,2697_0
birdy,kitty,0.69970703125,0.86376953125,0.76611328125,2698,2698_0
baby,doggy,0.74658203125,0.89453125,0.81884765625,2700,2700_0
cookie,book,,,,2701,2701_0
car,juice,0.52880859375,0.853515625,0.6923828125,2703,2703_0
doggy,baby,0.70361328125,0.89453125,0.7958984375,2704,2704_0
birdy,kitty,0.6943359375,0.86376953125,0.76611328125,2706,2706_0
kitty,birdy,0.6845703125,0.86376953125,0.7626953125,2712,2712_0
baby,doggy,0.68408203125,0.89453125,0.79443359375,2713,2713_0
juice,car,0.60595703125,0.853515625,0.72607421875,2717,2717_0
cookie,book,0.377197265625,0.82958984375,0.62841796875,2722,2722_0
car,juice,0.55029296875,0.853515625,0.70751953125,2725,2725_0
doggy,baby,0.7119140625,0.89453125,0.8134765625,2730,2730_0
book,cookie,0.5712890625,0.82958984375,0.69580078125,2732,2732_0
birdy,kitty,0.68115234375,0.86376953125,0.75927734375,2733,2733_0
birdy,kitty,0.61181640625,0.86376953125,0.7265625,2751,2751_0
doggy,baby,0.6494140625,0.89453125,0.77490234375,2779,2779_0
doggy,baby,0.74658203125,0.89453125,0.81884765625,2780,2780_0
doggy,baby,0.7119140625,0.89453125,0.8134765625,2781,2781_0
doggy,baby,0.74560546875,0.89453125,0.81884765625,2782,2782_0
doggy,baby,0.72705078125,0.89453125,0.80712890625,2783,2783_0
doggy,baby,0.71826171875,0.89453125,0.80126953125,2784,2784_0
juice,book,0.353271484375,0.86572265625,0.63671875,2791,2791_0
juice,book,0.6044921875,0.86572265625,0.7587890625,2794,2794_0
juice,book,0.5029296875,0.86572265625,0.7080078125,2795,2795_0
juice,book,0.4052734375,0.86572265625,0.6416015625,2796,2796_0
juice,book,0.53515625,0.86572265625,0.70654296875,2798,2798_0
mouse,pig,0.62548828125,0.85693359375,0.74951171875,2884,2884_0
dog,foot,0.6943359375,0.86279296875,0.76953125,2892,2892_0
kitty,tooth,0.65283203125,0.82666015625,0.72998046875,2900,2900_0
goose,whale,0.72802734375,0.8115234375,0.74267578125,4122,4122_0
bottle,shoes,0.64306640625,0.8486328125,0.7255859375,4130,4130_0
bottle,shoes,0.64990234375,0.8486328125,0.7353515625,4131,4131_0
baby,dog,0.64306640625,0.90087890625,0.7724609375,4134,4134_0
baby,dog,0.62646484375,0.90087890625,0.78564453125,4135,4135_0
baby,dog,0.55859375,0.90087890625,0.74755859375,4136,4136_0
baby,dog,0.69482421875,0.90087890625,0.7978515625,4139,4139_0
ball,blocks,0.79736328125,0.81494140625,0.81201171875,4146,4146_0
ball,car,0.56640625,0.83544921875,0.70166015625,4148,4148_0
ball,car,,,,4149,4149_0
ball,cup,,,,4150,4150_0
ball,cup,0.55615234375,0.86474609375,0.70947265625,4151,4151_0
ball,cup,0.6591796875,0.86474609375,0.76171875,4153,4153_0
ball,diaper,,,,4154,4154_0
ball,diaper,0.673828125,0.78466796875,0.736328125,4155,4155_0
ball,flower,0.71337890625,0.806640625,0.7529296875,4156,4156_0
ball,hat,0.7353515625,0.8232421875,0.76904296875,4158,4158_0
ball,hat,0.7412109375,0.8232421875,0.7607421875,4159,4159_0
ball,highchair,0.65966796875,0.66748046875,0.64794921875,4160,4160_0
ball,highchair,0.66845703125,0.66748046875,0.64794921875,4161,4161_0
ball,highchair,0.6982421875,0.66748046875,0.68017578125,4162,4162_0
ball,phone,0.5234375,0.83447265625,0.677734375,4164,4164_0
ball,phone,0.5830078125,0.83447265625,0.70947265625,4165,4165_0
ball,phone,0.658203125,0.83447265625,0.72216796875,4166,4166_0
ball,remote,0.73974609375,0.78857421875,0.74951171875,4168,4168_0
ball,remote,0.56787109375,0.78857421875,0.681640625,4169,4169_0
ball,shoes,0.58349609375,0.81591796875,0.68115234375,4170,4170_0
ball,shoes,0.66015625,0.81591796875,0.732421875,4171,4171_0
ball,shoes,0.63720703125,0.81591796875,0.70263671875,4172,4172_0
ball,shoes,0.56787109375,0.81591796875,0.67529296875,4173,4173_0
ball,sippycup,0.72705078125,0.796875,0.74951171875,4174,4174_0
ball,sippycup,0.712890625,0.796875,0.75390625,4175,4175_0
ball,socks,0.59765625,0.794921875,0.6845703125,4176,4176_0
ball,spoon,0.7060546875,0.83447265625,0.75244140625,4178,4178_0
ball,spoon,0.69189453125,0.83447265625,0.74560546875,4179,4179_0
ball,vacuum,0.69384765625,0.783203125,0.70751953125,4180,4180_0
ball,vacuum,0.70751953125,0.783203125,0.7490234375,4181,4181_0
ball,blocks,0.76953125,0.81494140625,0.7890625,4182,4182_0
ball,flower,0.74462890625,0.806640625,0.75927734375,4192,4192_0
ball,phone,0.64990234375,0.83447265625,0.7333984375,4201,4201_0
ball,socks,0.587890625,0.794921875,0.66650390625,4211,4211_0
balloon,guitar,0.5458984375,0.77880859375,0.6513671875,4217,4217_0
balloon,guitar,0.62060546875,0.77880859375,0.68212890625,4218,4218_0
bathtub,glasses,0.57958984375,0.73876953125,0.646484375,4221,4221_0
bathtub,glasses,0.6337890625,0.73876953125,0.67236328125,4222,4222_0
bathtub,diaper,,,,4224,4224_0
bathtub,diaper,0.64990234375,0.734375,0.67431640625,4226,4226_0
bear,dog,0.71533203125,0.90283203125,0.8046875,4228,4228_0
bear,dog,,,,4229,4229_0
bear,owl,0.72021484375,0.833984375,0.74365234375,4230,4230_0
bear,owl,0.68896484375,0.833984375,0.74365234375,4231,4231_0
crib,table,0.74658203125,0.806640625,0.76416015625,4236,4236_0
crib,table,0.64697265625,0.806640625,0.73828125,4237,4237_0
bike,sandbox,0.60107421875,0.75634765625,0.69384765625,4240,4240_0
bike,sandbox,0.6474609375,0.75634765625,0.7158203125,4242,4242_0
bird,cat,0.6171875,0.89794921875,0.7626953125,4244,4244_0
bird,cat,0.72265625,0.89794921875,0.80029296875,4246,4246_0
blanket,bottle,0.64501953125,0.79638671875,0.71728515625,4248,4248_0
blanket,piano,,,,4249,4249_0
blanket,piano,0.646484375,0.76708984375,0.68017578125,4250,4250_0
blanket,bottle,0.64404296875,0.79638671875,0.71728515625,4251,4251_0
blocks,headphones,0.63330078125,0.7900390625,0.69677734375,4257,4257_0
blocks,headphones,0.7353515625,0.7900390625,0.76025390625,4258,4258_0
blocks,highchair,0.7060546875,0.70556640625,0.6943359375,4259,4259_0
blocks,highchair,0.62353515625,0.70556640625,0.6728515625,4265,4265_0
blocks,chair,0.52685546875,0.8046875,0.68603515625,4267,4267_0
blocks,chair,0.67236328125,0.8046875,0.74169921875,4268,4268_0
blocks,diaper,0.6669921875,0.8046875,0.7333984375,4269,4269_0
blocks,shoes,0.61279296875,0.84765625,0.72607421875,4272,4272_0
blocks,shoes,0.69580078125,0.84765625,0.7666015625,4273,4273_0
blocks,spoon,0.68798828125,0.78662109375,0.70263671875,4275,4275_0
blocks,stroller,0.6015625,0.74560546875,0.6572265625,4277,4277_0
blocks,stroller,0.63720703125,0.74560546875,0.68994140625,4278,4278_0
blocks,diaper,0.59130859375,0.8046875,0.6923828125,4281,4281_0
blocks,shoes,0.55322265625,0.84765625,0.7109375,4284,4284_0
blocks,spoon,0.66943359375,0.78662109375,0.701171875,4287,4287_0
blueberries,milk,0.57763671875,0.751953125,0.6455078125,4291,4291_0
blueberries,milk,0.68798828125,0.751953125,0.71484375,4292,4292_0
book,car,0.65283203125,0.859375,0.7451171875,4295,4295_0
book,cat,0.69384765625,0.8466796875,0.75439453125,4297,4297_0
book,caterpillar,0.4541015625,0.744140625,0.61083984375,4299,4299_0
book,caterpillar,0.6044921875,0.744140625,0.693359375,4300,4300_0
book,cup,,,,4301,4301_0
book,cup,0.57568359375,0.87255859375,0.724609375,4304,4304_0
book,diaper,,,,4305,4305_0
book,diaper,0.6357421875,0.8115234375,0.72509765625,4306,4306_0
book,elephant,0.459228515625,0.79833984375,0.6484375,4307,4307_0
book,hat,0.62890625,0.822265625,0.7177734375,4309,4309_0
book,keys,0.4970703125,0.81494140625,0.662109375,4311,4311_0
book,keys,,,,4312,4312_0
book,pacifier,,,,4313,4313_0
book,phone,0.4677734375,0.8798828125,0.6796875,4315,4315_0
book,phone,0.36962890625,0.8798828125,0.64111328125,4316,4316_0
book,dog,0.47509765625,0.85791015625,0.67724609375,4318,4318_0
book,dog,0.431396484375,0.85791015625,0.666015625,4319,4319_0
book,shoes,0.375,0.85498046875,0.6171875,4322,4322_0
book,shoes,0.375244140625,0.85498046875,0.63330078125,4323,4323_0
book,sippycup,0.42138671875,0.802734375,0.59716796875,4325,4325_0
book,sippycup,0.43359375,0.802734375,0.61083984375,4327,4327_0
book,spoon,0.39453125,0.82958984375,0.61474609375,4329,4329_0
book,spoon,0.55029296875,0.82958984375,0.68701171875,4330,4330_0
book,spoon,0.45654296875,0.82958984375,0.65185546875,4332,4332_0
book,tambourine,0.41064453125,0.75048828125,0.59619140625,4333,4333_0
book,tambourine,0.4501953125,0.75048828125,0.6044921875,4334,4334_0
book,water,0.404541015625,0.86572265625,0.63525390625,4335,4335_0
book,water,0.435302734375,0.86572265625,0.66064453125,4336,4336_0
book,whale,0.427001953125,0.79248046875,0.61279296875,4337,4337_0
book,car,0.33642578125,0.859375,0.60498046875,4339,4339_0
book,cat,0.37451171875,0.8466796875,0.6220703125,4341,4341_0
book,cup,0.427490234375,0.87255859375,0.64990234375,4346,4346_0
book,elephant,0.402587890625,0.79833984375,0.6240234375,4351,4351_0
book,hat,0.40771484375,0.822265625,0.6298828125,4353,4353_0
book,pacifier,0.329345703125,0.744140625,0.55078125,4357,4357_0
book,phone,0.391357421875,0.8798828125,0.630859375,4359,4359_0
book,phone,0.4091796875,0.8798828125,0.64208984375,4360,4360_0
book,dog,,,,4363,4363_0
book,dog,0.421875,0.85791015625,0.65185546875,4364,4364_0
book,shoes,0.53662109375,0.85498046875,0.7001953125,4367,4367_0
book,shoes,0.48291015625,0.85498046875,0.6728515625,4368,4368_0
book,sippycup,0.497314453125,0.802734375,0.6552734375,4370,4370_0
book,sippycup,0.42822265625,0.802734375,0.6015625,4372,4372_0
book,whale,0.56103515625,0.79248046875,0.69677734375,4382,4382_0
bottle,chair,0.62890625,0.8017578125,0.708984375,4386,4386_0
bottle,chair,0.70556640625,0.8017578125,0.75830078125,4387,4387_0
bottle,clock,0.54736328125,0.82421875,0.677734375,4388,4388_0
bottle,clock,0.64599609375,0.82421875,0.72314453125,4389,4389_0
bottle,diaper,0.73095703125,0.775390625,0.75732421875,4390,4390_0
bottle,phone,0.63525390625,0.8740234375,0.75390625,4392,4392_0
bottle,phone,0.6533203125,0.8740234375,0.767578125,4393,4393_0
bottle,shoes,0.64111328125,0.8486328125,0.7314453125,4394,4394_0
bottle,shoes,,,,4395,4395_0
bottle,stroller,0.6494140625,0.7578125,0.69189453125,4396,4396_0
bottle,stroller,0.6748046875,0.7578125,0.70263671875,4397,4397_0
bottle,tablet,0.6455078125,0.80859375,0.7177734375,4398,4398_0
bottle,wagon,0.669921875,0.77734375,0.720703125,4400,4400_0
bottle,diaper,,,,4408,4408_0
bottle,tablet,0.61083984375,0.80859375,0.7099609375,4416,4416_0
bottle,wagon,0.64208984375,0.77734375,0.69091796875,4418,4418_0
broom,plate,0.703125,0.755859375,0.69921875,4420,4420_0
broom,plate,0.7392578125,0.755859375,0.72802734375,4422,4422_0
brush,train,0.51318359375,0.79052734375,0.64697265625,4424,4424_0
brush,train,0.609375,0.79052734375,0.69384765625,4425,4425_0
brush,truck,0.62109375,0.78125,0.68212890625,4426,4426_0
brush,water,0.6591796875,0.82080078125,0.74658203125,4428,4428_0
brush,truck,0.6171875,0.78125,0.67724609375,4431,4431_0
brush,water,0.7001953125,0.82080078125,0.74267578125,4433,4433_0
bunny,duck,0.78076171875,0.87158203125,0.80322265625,4435,4435_0
bunny,duck,0.671875,0.87158203125,0.76953125,4436,4436_0
car,diaper,,,,4443,4443_0
car,diaper,0.5322265625,0.77734375,0.66162109375,4444,4444_0
car,shoes,0.447998046875,0.86181640625,0.669921875,4445,4445_0
car,shoes,0.59619140625,0.86181640625,0.73046875,4447,4447_0
car,spoon,0.57421875,0.83154296875,0.6943359375,4449,4449_0
car,shoes,0.59130859375,0.86181640625,0.728515625,4459,4459_0
car,spoon,0.52685546875,0.83154296875,0.67333984375,4461,4461_0
cat,dog,0.81298828125,0.931640625,0.859375,4465,4465_0
cat,pacifier,,,,4467,4467_0
cat,pacifier,0.59765625,0.73779296875,0.66064453125,4468,4468_0
cat,dog,0.765625,0.931640625,0.8349609375,4471,4471_0
chair,spoon,0.6826171875,0.78515625,0.71533203125,4483,4483_0
chair,spoon,0.6767578125,0.78515625,0.7099609375,4484,4484_0
chair,train,0.57421875,0.79541015625,0.66455078125,4485,4485_0
chair,train,,,,4493,4493_0
cow,dog,0.72265625,0.9033203125,0.82568359375,4499,4499_0
cow,elephant,0.76611328125,0.87451171875,0.81884765625,4501,4501_0
cow,dog,,,,4503,4503_0
cow,dog,0.7099609375,0.9033203125,0.79638671875,4504,4504_0
cow,dog,,,,4505,4505_0
cow,elephant,,,,4507,4507_0
crib,highchair,0.83544921875,0.74267578125,0.79638671875,4511,4511_0
crib,highchair,0.83251953125,0.74267578125,0.79541015625,4513,4513_0
cup,piano,0.5703125,0.81494140625,0.68359375,4523,4523_0
cup,piano,,,,4533,4533_0
diaper,fan,,,,4545,4545_0
diaper,highchair,0.75537109375,0.7099609375,0.75390625,4547,4547_0
diaper,shoes,,,,4548,4548_0
diaper,shoes,0.6943359375,0.77294921875,0.728515625,4549,4549_0
diaper,spoon,,,,4550,4550_0
diaper,spoon,0.71923828125,0.76708984375,0.71923828125,4551,4551_0
diaper,fan,0.65869140625,0.76953125,0.705078125,4562,4562_0
diaper,highchair,,,,4564,4564_0
dog,cat,,,,4577,4577_0
dog,monkey,,,,4579,4579_0
dog,teddybear,0.6181640625,0.888671875,0.7646484375,4581,4581_0
